Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
3,BCA,Full-Time,103699,Female,Backend Developer,Backend Developer,"Java, REST API, Docker, MySQL",1968442
6,PhD,Full-Time,55848,Female,Cloud Engineer,Cloud Engineer,"AWS, Azure, Docker, Kubernetes",3657119
8,MCA,Full-Time,191235,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Network Security, Penetration Testing",3260459
13,B.Tech,Full-Time,42250,Male,Frontend Developer,Frontend Developer,"React, CSS, JavaScript, TypeScript",3672117
3,MBA,Remote,103721,Male,Backend Developer,Backend Developer,"Java, REST API, Spring Boot, MySQL",2445313
1,M.Tech,Remote,59300,Male,Data Scientist,Data Scientist,"SQL, Statistics, Pandas, Python",2447060
14,MCA,Remote,101600,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, Python, TensorFlow",4765663
3,MCA,Full-Time,7450,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Figma, Prototyping",2155108
11,BCA,Intern,35445,Male,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, Azure, AWS",3499873
6,PhD,Full-Time,117477,Both,Backend Developer,Backend Developer,"MySQL, REST API, Java, Spring Boot",3053229
4,MBA,Intern,8229,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",2166106
13,MCA,Remote,89370,Female,Data Scientist,Data Scientist,"Python, Pandas, SQL, Statistics",3499359
5,MBA,Remote,124634,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Network Security, Penetration Testing",3059142
11,PhD,Intern,159191,Both,Frontend Developer,Frontend Developer,"CSS, TypeScript, HTML, React",3229997
10,BCA,Remote,54171,Both,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Docker, Linux",3769754
0,B.Tech,Contract,147394,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",1393841
7,BCA,Remote,46964,Female,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, Python, Docker",3002320
1,BCA,Intern,108603,Both,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",1463715
11,MCA,Intern,14321,Both,Frontend Developer,Frontend Developer,"CSS, JavaScript, HTML, React",2795310
7,MCA,Remote,138484,Both,Backend Developer,Backend Developer,"Docker, MySQL, REST API, Java",2766093
12,M.Tech,Remote,79873,Both,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",2803251
10,MCA,Remote,180429,Both,Mobile App Developer,Mobile App Developer,"Android, Flutter, Firebase, Dart",3323210
3,BCA,Intern,10307,Both,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",1863029
5,B.Tech,Full-Time,120859,Both,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",1775435
0,M.Tech,Contract,43065,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2079478
11,MCA,Remote,193409,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Python, Penetration Testing",3432946
10,MBA,Contract,123101,Female,Data Scientist,Data Scientist,"Statistics, Pandas, SQL, Machine Learning",3448035
1,PhD,Remote,153872,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Linux, Kubernetes, AWS",3388321
15,MBA,Remote,194094,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, Python, PyTorch",3922153
13,BCA,Intern,121420,Male,Mobile App Developer,Mobile App Developer,"Firebase, Android, Flutter, Dart",3196798
12,BCA,Intern,100994,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Docker, PyTorch, AWS",3429162
8,BCA,Intern,141501,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, Docker, Python",2939717
14,MBA,Full-Time,167853,Male,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Android, Flutter",3323389
7,PhD,Remote,25155,Male,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Wireframing, Prototyping",2789668
5,B.Tech,Full-Time,127670,Female,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, PyTorch, Python",2977548
8,MBA,Intern,84140,Male,Cloud Engineer,Cloud Engineer,"Kubernetes, Docker, Linux, Azure",3853657
1,MBA,Intern,89946,Female,Data Scientist,Data Scientist,"Python, Machine Learning, Pandas, SQL",2519549
11,M.Tech,Contract,3276,Female,Mobile App Developer,Mobile App Developer,"Firebase, Flutter, Android, Dart",2857166
8,M.Tech,Full-Time,114821,Both,Data Scientist,Data Scientist,"Statistics, SQL, Pandas, Python",3820361
5,B.Tech,Intern,105959,Female,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",2379204
14,MCA,Intern,17335,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Wireframing, Prototyping",2970956
4,BCA,Contract,182453,Male,Software Tester,Software Tester,"Selenium, Automation, JIRA, Manual Testing",1825560
9,PhD,Intern,71070,Female,Software Tester,Software Tester,"JIRA, Automation, Selenium, Manual Testing",2734500
15,BCA,Remote,111270,Both,Frontend Developer,Frontend Developer,"HTML, React, JavaScript, TypeScript",2820367
4,M.Tech,Remote,180720,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, TensorFlow, PyTorch",3158253
3,M.Tech,Contract,107059,Both,Backend Developer,Backend Developer,"Docker, MySQL, Java, Spring Boot",2560409
14,BCA,Contract,133199,Female,Data Scientist,Data Scientist,"Python, Statistics, Machine Learning, Pandas",3841856
10,M.Tech,Contract,26459,Male,Frontend Developer,Frontend Developer,"React, JavaScript, HTML, TypeScript",3135712
4,M.Tech,Intern,35063,Female,Mobile App Developer,Mobile App Developer,"Firebase, Flutter, Dart, Android",2376974
14,BCA,Intern,97512,Female,DevOps Engineer,DevOps Engineer,"Docker, AWS, Linux, Kubernetes",4275691
9,PhD,Remote,191077,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, AWS, TensorFlow",4372889
9,M.Tech,Intern,182846,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, PyTorch, TensorFlow",3817907
15,B.Tech,Intern,124902,Both,Data Scientist,Data Scientist,"SQL, Machine Learning, Python, Pandas",4129312
15,B.Tech,Remote,89613,Female,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Android, Firebase",3374652
5,PhD,Remote,131053,Female,Software Tester,Software Tester,"Automation, JIRA, Selenium, Manual Testing",2495879
12,MCA,Contract,137438,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",4069492
0,MCA,Contract,161241,Both,Mobile App Developer,Mobile App Developer,"Android, Firebase, Dart, Flutter",1892807
14,MCA,Contract,162944,Female,Software Tester,Software Tester,"Manual Testing, Automation, JIRA, Selenium",2750510
9,M.Tech,Full-Time,124013,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Wireframing, Prototyping",3177960
4,MCA,Remote,56990,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, AWS, Docker, Linux",3381847
5,MBA,Intern,36016,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Linux, Kubernetes, AWS",3167012
15,MCA,Intern,175826,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",2996612
7,PhD,Full-Time,1393,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2433030
14,MBA,Intern,55576,Male,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",3154751
8,M.Tech,Full-Time,84796,Female,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Figma, Prototyping",2352354
11,MCA,Intern,194416,Male,DevOps Engineer,DevOps Engineer,"Docker, CI/CD, AWS, Linux",3693717
11,B.Tech,Contract,78064,Both,Data Scientist,Data Scientist,"Python, SQL, Pandas, Machine Learning",3389727
13,PhD,Intern,137497,Female,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",3450289
13,BCA,Full-Time,181325,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",3645962
10,BCA,Intern,129451,Female,Mobile App Developer,Mobile App Developer,"Android, Firebase, Flutter, Dart",2280190
5,PhD,Full-Time,137749,Male,Cloud Engineer,Cloud Engineer,"Kubernetes, Linux, AWS, Docker",4055978
3,PhD,Remote,81036,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, SIEM, Penetration Testing",3195582
7,B.Tech,Intern,84100,Both,Data Scientist,Data Scientist,"Statistics, SQL, Python, Machine Learning",3102723
2,PhD,Intern,66111,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2535731
2,BCA,Contract,168380,Female,Data Scientist,Data Scientist,"Python, SQL, Statistics, Pandas",2459137
7,MBA,Full-Time,158700,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, AWS, Linux, Docker",3903784
1,PhD,Contract,99938,Both,Data Scientist,Data Scientist,"Machine Learning, Pandas, Python, SQL",2849788
10,M.Tech,Intern,45423,Female,Frontend Developer,Frontend Developer,"HTML, React, TypeScript, CSS",3590519
12,B.Tech,Remote,169006,Female,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, Linux, CI/CD",3811994
0,B.Tech,Full-Time,52919,Both,Backend Developer,Backend Developer,"REST API, MySQL, Docker, Java",1908086
11,BCA,Full-Time,86833,Female,Software Tester,Software Tester,"JIRA, Manual Testing, Automation, Selenium",2718476
13,BCA,Contract,100288,Both,Data Scientist,Data Scientist,"SQL, Python, Pandas, Machine Learning",4107859
4,B.Tech,Intern,24114,Both,Software Tester,Software Tester,"Selenium, Automation, Manual Testing, JIRA",1818640
15,M.Tech,Intern,173590,Male,Cloud Engineer,Cloud Engineer,"Linux, AWS, Azure, Docker",5335587
15,PhD,Contract,96972,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, Python, AWS",5146437
0,B.Tech,Remote,17259,Female,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Linux, Kubernetes",2371696
7,PhD,Full-Time,159337,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Adobe XD, Wireframing",2969624
14,BCA,Remote,36138,Female,Cloud Engineer,Cloud Engineer,"Docker, Linux, Kubernetes, Azure",3576978
14,PhD,Full-Time,195092,Female,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Docker, AWS",4497467
11,BCA,Intern,105829,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, Penetration Testing, SIEM",3371625
7,MBA,Remote,178232,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, CI/CD, Linux, Docker",3863512
6,M.Tech,Full-Time,136788,Both,Frontend Developer,Frontend Developer,"CSS, TypeScript, JavaScript, React",2508866
14,M.Tech,Remote,97418,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",3348878
0,MBA,Full-Time,129272,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",1762364
14,PhD,Contract,33925,Both,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, HTML, React",4011398
13,M.Tech,Full-Time,173619,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",3546458
6,M.Tech,Full-Time,181169,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Penetration Testing, Python",3176963
7,M.Tech,Full-Time,93703,Both,Backend Developer,Backend Developer,"Spring Boot, REST API, Java, MySQL",3095162
0,B.Tech,Contract,7885,Both,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",1272128
0,M.Tech,Contract,6275,Female,Cloud Engineer,Cloud Engineer,"Linux, Docker, Kubernetes, Azure",2891200
9,BCA,Remote,22725,Male,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2362828
3,B.Tech,Full-Time,12857,Both,Backend Developer,Backend Developer,"Spring Boot, MySQL, REST API, Docker",1919001
13,PhD,Full-Time,2309,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Adobe XD, Wireframing",3052117
7,BCA,Remote,156195,Female,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",2384299
6,PhD,Remote,9433,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",2568190
15,BCA,Remote,85384,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",2759876
3,PhD,Intern,147589,Female,Cloud Engineer,Cloud Engineer,"Azure, Linux, AWS, Docker",3651702
15,BCA,Remote,86132,Male,Data Scientist,Data Scientist,"Pandas, Python, Statistics, SQL",4108562
2,B.Tech,Contract,130480,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Wireframing, Prototyping",1659084
5,MCA,Full-Time,102232,Male,Data Scientist,Data Scientist,"Pandas, SQL, Python, Statistics",2732659
2,BCA,Intern,116538,Both,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",1449767
9,MCA,Remote,3535,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Figma, Prototyping",2239009
13,B.Tech,Contract,185496,Both,Data Scientist,Data Scientist,"SQL, Statistics, Python, Pandas",4343616
1,M.Tech,Contract,105749,Male,Backend Developer,Backend Developer,"MySQL, Java, REST API, Spring Boot",2107712
5,B.Tech,Intern,61099,Both,DevOps Engineer,DevOps Engineer,"Docker, Linux, CI/CD, Kubernetes",3115518
15,M.Tech,Contract,31348,Both,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Firebase, Android",3931835
4,M.Tech,Intern,82080,Both,DevOps Engineer,DevOps Engineer,"CI/CD, Linux, Kubernetes, AWS",3452893
2,M.Tech,Contract,187021,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, AWS, TensorFlow, PyTorch",2811483
1,MCA,Full-Time,111779,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, Docker, TensorFlow",2884287
11,M.Tech,Full-Time,55279,Female,Backend Developer,Backend Developer,"REST API, Spring Boot, MySQL, Docker",3444551
2,PhD,Intern,130537,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2168776
11,MBA,Full-Time,148718,Male,Mobile App Developer,Mobile App Developer,"Android, Dart, Firebase, Flutter",3200523
12,PhD,Remote,84777,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",3096156
11,MCA,Intern,2392,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",2461761
13,B.Tech,Intern,166775,Both,Cloud Engineer,Cloud Engineer,"AWS, Docker, Linux, Azure",4435339
2,B.Tech,Full-Time,4551,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",2409125
1,MBA,Intern,170447,Both,Cloud Engineer,Cloud Engineer,"AWS, Kubernetes, Docker, Linux",2885843
10,PhD,Full-Time,101522,Female,Frontend Developer,Frontend Developer,"TypeScript, CSS, HTML, React",3502114
7,PhD,Full-Time,189309,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, Network Security, SIEM",3627006
15,MBA,Remote,1487,Female,Software Tester,Software Tester,"Selenium, Automation, Manual Testing, JIRA",3648090
8,MBA,Full-Time,20280,Male,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",2578649
9,PhD,Contract,120455,Female,Cloud Engineer,Cloud Engineer,"Kubernetes, Linux, AWS, Docker",3898192
7,BCA,Contract,22598,Male,Cloud Engineer,Cloud Engineer,"AWS, Azure, Docker, Kubernetes",3062918
9,PhD,Intern,49027,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Python, Network Security",3846861
0,BCA,Full-Time,23564,Female,Software Tester,Software Tester,"Automation, JIRA, Selenium, Manual Testing",1089284
10,M.Tech,Intern,91295,Female,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",2506667
6,BCA,Intern,61323,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Linux, AWS",3203134
15,BCA,Remote,31641,Male,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Dart, Android",3070062
1,M.Tech,Intern,163904,Male,Backend Developer,Backend Developer,"REST API, Java, Spring Boot, MySQL",2362132
11,MBA,Full-Time,177127,Female,Frontend Developer,Frontend Developer,"HTML, React, TypeScript, CSS",3566034
2,BCA,Contract,76646,Male,Data Scientist,Data Scientist,"SQL, Python, Machine Learning, Pandas",2089340
15,PhD,Full-Time,168445,Male,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Adobe XD, Wireframing",3584252
7,MBA,Remote,99191,Female,Frontend Developer,Frontend Developer,"HTML, CSS, React, JavaScript",2786604
12,MCA,Intern,162291,Male,DevOps Engineer,DevOps Engineer,"AWS, Docker, Linux, CI/CD",4043557
8,MBA,Intern,77726,Both,Backend Developer,Backend Developer,"Java, Docker, Spring Boot, REST API",2859128
14,B.Tech,Contract,192976,Male,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",2861976
4,M.Tech,Full-Time,121861,Female,Cloud Engineer,Cloud Engineer,"Docker, Kubernetes, AWS, Linux",3418325
1,MBA,Full-Time,145742,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, AWS, Docker, Azure",2887150
9,MCA,Remote,181859,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2615106
3,BCA,Full-Time,82,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Python, Penetration Testing",2071472
4,B.Tech,Remote,143795,Male,Backend Developer,Backend Developer,"Java, Spring Boot, Docker, MySQL",2472251
14,MCA,Remote,33679,Both,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",3057203
15,B.Tech,Remote,20576,Male,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",2757323
3,PhD,Intern,107324,Female,Frontend Developer,Frontend Developer,"CSS, React, TypeScript, JavaScript",2681329
13,MBA,Full-Time,154246,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, SIEM, Penetration Testing",3657509
12,PhD,Full-Time,115916,Male,Backend Developer,Backend Developer,"Spring Boot, Java, Docker, MySQL",3849869
5,PhD,Intern,161867,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2751647
11,MBA,Full-Time,68684,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Figma, Prototyping",3327885
2,MCA,Full-Time,182221,Male,Cloud Engineer,Cloud Engineer,"Azure, AWS, Docker, Linux",3102920
15,MCA,Intern,112678,Male,Software Tester,Software Tester,"Selenium, Manual Testing, JIRA, Automation",3100562
14,PhD,Full-Time,60189,Both,Data Scientist,Data Scientist,"Statistics, SQL, Pandas, Machine Learning",4443282
14,M.Tech,Intern,88292,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",4566919
11,PhD,Full-Time,108055,Male,Backend Developer,Backend Developer,"MySQL, REST API, Docker, Spring Boot",3574736
2,PhD,Contract,172047,Male,Frontend Developer,Frontend Developer,"CSS, HTML, JavaScript, TypeScript",2203682
10,PhD,Intern,7141,Female,Cloud Engineer,Cloud Engineer,"Linux, Docker, Azure, Kubernetes",4080246
